rank,front,en,fr,ur,definition_en,example_ar,example_en,front_in_example,english_gloss_example_support,flags,status
626,فِي المَقَامِ السَّادِسِ وَالسَّبْعِينَ,in the seventy-sixth place / seventy-sixthly,en soixante-seizième lieu,چھہتر ویں نمبر پر,Phrase used to introduce the seventy-sixth item in an ordered list of points or reasons.,وَفِي المَقَامِ السَّادِسِ وَالسَّبْعِينَ، الأَمَانَةُ.,"And seventy-sixthly, Trustworthiness.",True,True,,verified
627,فِي المَقَامِ السَّابِعِ وَالسَّبْعِينَ,in the seventy-seventh place / seventy-seventhly,en soixante-dix-septième lieu,ستتر ویں نمبر پر,Phrase used to introduce the seventy-seventh item in an ordered list of points or reasons.,وَفِي المَقَامِ السَّابِعِ وَالسَّبْعِينَ، الصَّبْرُ.,"And seventy-seventhly, Patience.",True,True,,verified
628,فِي المَقَامِ الثَّامِنِ وَالسَّبْعِينَ,in the seventy-eighth place / seventy-eighthly,en soixante-dix-huitième lieu,اٹھہتر ویں نمبر پر,Phrase used to introduce the seventy-eighth item in an ordered list of points or reasons.,وَفِي المَقَامِ الثَّامِنِ وَالسَّبْعِينَ، العَدْلُ.,"And seventy-eighthly, Justice.",True,True,,verified
629,فِي المَقَامِ التَّاسِعِ وَالسَّبْعِينَ,in the seventy-ninth place / seventy-ninthly,en soixante-dix-neuvième lieu,اناسی ویں نمبر پر,Phrase used to introduce the seventy-ninth item in an ordered list of points or reasons.,وَفِي المَقَامِ التَّاسِعِ وَالسَّبْعِينَ، الإِخْلَاصُ.,"And seventy-ninthly, Sincerity.",True,True,,verified
630,فِي المَقَامِ الثَّمَانِينَ,in the eightieth place / eightiethly,en quatre-vingtième lieu,اسی ویں نمبر پر,Phrase used to introduce the eightieth item in an ordered list of points or reasons.,وَفِي المَقَامِ الثَّمَانِينَ، التَّقْوَى.,"And eightiethly, Piety.",True,True,,verified
631,فِي المَقَامِ الحَادِي وَالثَّمَانِينَ,in the eighty-first place / eighty-firstly,en quatre-vingt-unième lieu,اکیاسی ویں نمبر پر,Phrase used to introduce the eighty-first item in an ordered list of points or reasons.,وَفِي المَقَامِ الحَادِي وَالثَّمَانِينَ، التَّسَامُحُ.,"And eighty-firstly, Tolerance.",True,True,,verified
632,فِي المَقَامِ الثَّانِي وَالثَّمَانِينَ,in the eighty-second place / eighty-secondly,en quatre-vingt-deuxième lieu,بیاسی ویں نمبر پر,Phrase used to introduce the eighty-second item in an ordered list of points or reasons.,وَفِي المَقَامِ الثَّانِي وَالثَّمَانِينَ، الحِلْمُ.,"And eighty-secondly, Forbearance.",True,True,,verified
633,فِي المَقَامِ الثَّالِثِ وَالثَّمَانِينَ,in the eighty-third place / eighty-thirdly,en quatre-vingt-troisième lieu,تراسی ویں نمبر پر,Phrase used to introduce the eighty-third item in an ordered list of points or reasons.,وَفِي المَقَامِ الثَّالِثِ وَالثَّمَانِينَ، التَّوَاضُعُ.,"And eighty-thirdly, Humility.",True,True,,verified
634,بِدُونِ سَابِقِ تَعَهُّدٍ سِيَاسِيٍّ مَعْلُومَاتِيٍّ,without any prior informational political commitment,sans aucun engagement politique informationnel préalable,کسی بھی پیشگی معلوماتی سیاسی عہد کے بغیر,"(Double emphatic). Stresses that no promises were made regarding data-laws, library-rights, archive-rules, or the informational survival of the state from the government before a sudden change.",سُحِبَ الخَبَرُ بِدُونِ سَابِقِ تَعَهُّدٍ سِيَاسِيٍّ مَعْلُومَاتِيٍّ.,News was withdrawn without any prior informational political commitment.,True,True,,verified
635,فِي المَقَامِ الرَّابِعِ وَالثَّمَانِينَ,in the eighty-fourth place / eighty-fourthly,en quatre-vingt-quatrième lieu,چوراسی ویں نمبر پر,Phrase used to introduce the eighty-fourth item in an ordered list of points or reasons.,وَفِي المَقَامِ الرَّابِعِ وَالثَّمَانِينَ، الصِّدْقُ.,"And eighty-fourthly, Truthfulness.",True,True,,verified
636,فِي المَقَامِ الخَامِسِ وَالثَّمَانِينَ,in the eighty-fifth place / eighty-fifthly,en quatre-vingt-cinquième lieu,پچاسی ویں نمبر پر,Phrase used to introduce the eighty-fifth item in an ordered list of points or reasons.,وَفِي المَقَامِ الخَامِسِ وَالثَّمَانِينَ، الصَّبْرُ.,"And eighty-fifthly, Patience.",True,True,,verified
637,فِي المَقَامِ السَّادِسِ وَالثَّمَانِينَ,in the eighty-sixth place / eighty-sixthly,en quatre-vingt-sixième lieu,چھیاسی ویں نمبر پر,Phrase used to introduce the eighty-sixth item in an ordered list of points or reasons.,وَفِي المَقَامِ السَّادِسِ وَالثَّمَانِينَ، الحَيَاءُ.,"And eighty-sixthly, Modesty.",True,True,,verified
638,فِي المَقَامِ السَّابِعِ وَالثَّمَانِينَ,in the eighty-seventh place / eighty-seventhly,en quatre-vingt-septième lieu,ستاسی ویں نمبر پر,Phrase used to introduce the eighty-seventh item in an ordered list of points or reasons.,وَفِي المَقَامِ السَّابِعِ وَالثَّمَانِينَ، الرَّحْمَةُ.,"And eighty-seventhly, Mercy.",True,True,,verified
639,فِي المَقَامِ الثَّامِنِ وَالثَّمَانِينَ,in the eighty-eighth place / eighty-eighthly,en quatre-vingt-huitième lieu,اٹھاسی ویں نمبر پر,Phrase used to introduce the eighty-eighth item in an ordered list of points or reasons.,وَفِي المَقَامِ الثَّامِنِ وَالثَّمَانِينَ، التَّسَامُحُ.,"And eighty-eighthly, Tolerance.",True,True,,verified
640,فِي المَقَامِ التَّاسِعِ وَالثَّمَانِينَ,in the eighty-ninth place / eighty-ninthly,en quatre-vingt-neuvième lieu,انانوے ویں نمبر پر,Phrase used to introduce the eighty-ninth item in an ordered list of points or reasons.,وَفِي المَقَامِ التَّاسِعِ وَالثَّمَانِينَ، الفَضِيلَةُ.,"And eighty-ninthly, Virtue.",True,True,,verified
641,فِي المَقَامِ التِّسْعِينَ,in the ninetieth place / ninetiethly,en quatre-vingt-dixième lieu,نوے ویں نمبر پر,Phrase used to introduce the ninetieth item in an ordered list of points or reasons.,وَفِي المَقَامِ التِّسْعِينَ، الاِسْتِقَامَةُ.,"And ninetiethly, Uprightness.",True,True,,verified
642,فِي المَقَامِ الحَادِي وَالتِّسْعِينَ,in the ninety-first place / ninety-firstly,en quatre-vingt-onzième lieu,اکیانوے ویں نمبر پر,Phrase used to introduce the ninety-first item in an ordered list of points or reasons.,وَفِي المَقَامِ الحَادِي وَالتِّسْعِينَ، الأَمَانَةُ.,"And ninety-firstly, Trustworthiness.",True,True,,verified
643,فِي المَقَامِ الثَّانِي وَالتِّسْعِينَ,in the ninety-second place / ninety-secondly,en quatre-vingt-douzième lieu,بانانوے ویں نمبر پر,Phrase used to introduce the ninety-second item in an ordered list of points or reasons.,وَفِي المَقَامِ الثَّانِي وَالتِّسْعِينَ، التَّوَاضُعُ.,"And ninety-secondly, Humility.",True,True,,verified
644,فِي المَقَامِ الثَّالِثِ وَالتِّسْعِينَ,in the ninety-third place / ninety-thirdly,en quatre-vingt-treizième lieu,ترانوے ویں نمبر پر,Phrase used to introduce the ninety-third item in an ordered list of points or reasons.,وَفِي المَقَامِ الثَّالِثِ وَالتِّسْعِينَ، الشَّجَاعَةُ.,"And ninety-thirdly, Courage.",True,True,,verified
645,فِي المَقَامِ الرَّابِعِ وَالتِّسْعِينَ,in the ninety-fourth place / ninety-fourthly,en quatre-vingt-quatorzième lieu,چورانوے ویں نمبر پر,Phrase used to introduce the ninety-fourth item in an ordered list of points or reasons.,وَفِي المَقَامِ الرَّابِعِ وَالتِّسْعِينَ، المَوَدَّةُ.,"And ninety-fourthly, Affection.",True,True,,verified
646,فِي المَقَامِ الخَامِسِ وَالتِّسْعِينَ,in the ninety-fifth place / ninety-fifthly,en quatre-vingt-quinzième lieu,پچانوے ویں نمبر پر,Phrase used to introduce the ninety-fifth item in an ordered list of points or reasons.,وَفِي المَقَامِ الخَامِسِ وَالتِّسْعِينَ، السَّخَاءُ.,"And ninety-fifthly, Generosity.",True,True,,verified
647,فِي المَقَامِ السَّادِسِ وَالتِّسْعِينَ,in the ninety-sixth place / ninety-sixthly,en quatre-vingt-seizième lieu,چھیانوے ویں نمبر پر,Phrase used to introduce the ninety-sixth item in an ordered list of points or reasons.,وَفِي المَقَامِ السَّادِسِ وَالتِّسْعِينَ، العَدْلُ.,"And ninety-sixthly, Justice.",True,True,,verified
648,فِي المَقَامِ السَّابِعِ وَالتِّسْعِينَ,in the ninety-seventh place / ninety-seventhly,en quatre-vingt-dix-septième lieu,ستانوے ویں نمبر پر,Phrase used to introduce the ninety-seventh item in an ordered list of points or reasons.,وَفِي المَقَامِ السَّابِعِ وَالتِّسْعِينَ، المَعْرِفَةُ.,"And ninety-seventhly, Knowledge.",True,True,,verified
649,فِي المَقَامِ الثَّامِنِ وَالتِّسْعِينَ,in the ninety-eighth place / ninety-eighthly,en quatre-vingt-dix-huitième lieu,اٹھانوے ویں نمبر پر,Phrase used to introduce the ninety-eighth item in an ordered list of points or reasons.,وَفِي المَقَامِ الثَّامِنِ وَالتِّسْعِينَ، التَّقْوَى.,"And ninety-eighthly, Piety.",True,True,,verified
