rank,front,meaning,pos,frequency,cle_wordnet,cle_closed_class,readurdu_entry,kaikki_entry,semantic_source,source,legacy_crosscheck,kaikki_crosscheck,freedict_crosscheck,meaning_selection
888,ذات,"body; essence; self, ego",noun,1652,True,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"body; essence; self, ego",,kaikki
889,عطا,giving,noun,1648,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,giving,,kaikki
890,موجودگی,"presence, attendance",noun,1644,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"presence, attendance",,kaikki
891,بازار,"market, souq (bazaar)",noun,1642,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"market, souq (bazaar)",,kaikki
892,بلا,without; calamity/disaster (different senses),noun,1640,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"bubble; bat, club; tomcat (male cat)",,explicit_high_risk_review
893,نواب,"nabob, nawab (a rich Mughal ruler)",noun,1636,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"nabob, nawab (a rich Mughal ruler)",,kaikki
894,نجی,"secretive, confidential; private, personal, unofficial, confidential",adj,1630,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"secretive, confidential; private, personal, unofficial, confidential",,kaikki
895,روایت,"tradition; legend, narrative",noun,1629,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"tradition; legend, narrative",,kaikki
896,عزت,honor; respect; esteem,noun,1628,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"honour, esteem",,explicit_high_risk_review
897,رویہ,"attitude; rule, procedure; behavior, conduct, manner",noun,1624,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"attitude; rule, procedure; behavior, conduct, manner",,kaikki
898,اعتبار,"credibility; reliability; trust, confidence",noun,1623,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"credibility; reliability; trust, confidence",,kaikki
899,کھڑے,indirect masculine singular of کھڑا; vocative masculine singular of کھڑا,adj,1622,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,indirect masculine singular of کھڑا; vocative masculine singular of کھڑا,,kaikki
900,سلطان,king; sultan,noun,1620,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,king; sultan,,kaikki
901,اطلاع,"advice; notice; notification, information, knowledge, news",noun,1617,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"advice; notice; notification, information, knowledge, news",,kaikki
902,یقینا,"indeed, definitely, for sure, surely, undoubtedly",adv,1613,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"indeed, definitely, for sure, surely, undoubtedly",,kaikki
903,نشانہ,"aim, target",noun,1612,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"aim, target",,kaikki
904,شعر,couplet (of Urdu poetry),noun,1608,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,couplet (of Urdu poetry),,kaikki
905,معطل,suspended,adj,1608,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,suspended,,kaikki
906,حالانکہ,"although, however",conj,1607,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"although, however",,kaikki
907,پیسے,direct plural; oblique/vocative singular,noun,1604,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,direct plural; oblique/vocative singular,,kaikki
908,خصوصا,"mainly, primarily; especially, particularly",adv,1602,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"mainly, primarily; especially, particularly",,kaikki
909,رہنا,to live; to reside; to be (...-ing),verb,1602,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,to live; to reside; to be (...-ing),,kaikki
910,دکھ,"pain, hardship; sadness, grief; suffering, distress",noun,1595,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"pain, hardship; sadness, grief; suffering, distress",,kaikki
911,علیحدہ,"different, various; separately, apiece; separate, apart from, asunder, disconnected, distinct",adj|adv,1594,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"different, various; separately, apiece; separate, apart from, asunder, disconnected, distinct",,kaikki
912,ماہر,"expert, professional; skilled, masterful, proficient; scholar of a specific discipline",adj|noun,1594,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"expert, professional; skilled, masterful, proficient; scholar of a specific discipline",,kaikki
913,سرمایہ,"capital; materials, goods, stuff; wealth; financial means",noun,1593,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"capital; materials, goods, stuff; wealth; financial means",,kaikki
914,سلامتی,"health, cheers; security, welfare",noun,1592,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"health, cheers; security, welfare",,kaikki
915,امکان,"control; means, courage; contingent existence",noun,1591,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"control; means, courage; contingent existence",,kaikki
916,بحال,"reinstated, restored",adj,1591,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"reinstated, restored",,kaikki
917,تصویر,"condition, state; a representation, figure; image, picture, photograph",noun,1588,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"condition, state; a representation, figure; image, picture, photograph",,kaikki
918,خالی,"devoid; emptyhanded; merely, only",adj,1588,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"devoid; emptyhanded; merely, only",,kaikki
919,مستقل,durable; complete; permanent,adj,1586,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,durable; complete; permanent,,kaikki
920,جمہوری,democratic,adj,1585,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,democratic,,kaikki
921,پس,therefore; then; after/behind (different senses),closed-class,1584,False,True,True,False,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,,,explicit_high_risk_review
922,بادشاہ,"king; Badshah, Padishah",noun,1583,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"king; Badshah, Padishah",,kaikki
923,جذبہ,"emotion, feeling",noun,1583,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"emotion, feeling",,kaikki
924,مقامی,local; native; resident,adj,1582,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,local; native; resident,,kaikki
925,مخالف,"opposer; contrary, opposite; opponent, adversary",adj|noun,1580,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"opposer; contrary, opposite; opponent, adversary",,kaikki
926,سہولت,"ease, convenience; facility (ie. something provided)",noun,1579,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"ease, convenience; facility (ie. something provided)",,kaikki
927,اچانک,"dramatic; unexpectedly; suddenly, all of a sudden",adv,1574,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"dramatic; unexpectedly; suddenly, all of a sudden",,kaikki
928,کرا,caused/made someone do; had done (causative form of کرنا),verb,1573,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"did, do",,explicit_high_risk_review
929,انتقال,"death, passing; transfer, moving",noun,1572,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"death, passing; transfer, moving",,kaikki
930,نقل,"copy, imitation; print, printing",noun,1572,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"copy, imitation; print, printing",,kaikki
931,آسانی,"ease, simplicity, convenience; an instance of above; an easy thing",noun,1565,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"ease, simplicity, convenience; an instance of above; an easy thing",,kaikki
932,ورنہ,else; if not; otherwise,adv,1560,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,else; if not; otherwise,,kaikki
933,سماعت,"attention; sense of hearing; hearing, proceeding",noun,1559,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"attention; sense of hearing; hearing, proceeding",,kaikki
934,خشک,dry; parched; withered,adj,1558,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,dry; parched; withered,,kaikki
935,موبائل,"phone, telephone, mobile",noun,1550,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"phone, telephone, mobile",,kaikki
936,پنجابی,Punjabi,adj|name,1547,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,Punjabi,,kaikki
937,افسوس,"pity; sorrow; regret, remorse",noun,1546,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"pity; sorrow; regret, remorse",,kaikki
938,فصل,"harvest; crop, farm; season, division, section",noun,1542,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"harvest; crop, farm; season, division, section",,kaikki
939,مغرب,"maghrib; the west, the West; synonym of مَراکِش (marākiś) - Morocco (a country in North Africa)",noun,1542,False,True,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"maghrib; the west, the West; synonym of مَراکِش (marākiś) - Morocco (a country in North Africa)",,kaikki
940,عہد,"covenant; era, epoch; vow, pledge",noun,1540,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,"covenant; era, epoch; vow, pledge",,kaikki
941,غم,grief; sorrow,noun,1538,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,concern; mourning; depression,,explicit_high_risk_review
942,طبی,medical,adj,1535,False,False,True,True,ReadUrdu composite dictionary,"CLE Urdu 5,000 corpus frequency list (legacy Unicode normalized) + CLE lexical inventories; ReadUrdu/Kaikki semantics",,medical,,kaikki
