rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,selected_direct_sense_count,indowordnet_lemma,kaikki_meaning,readurdu_meaning,word2word_meaning,external_selector_score,semantic_basis
2699,بیوہ,widow; widow woman; widowed,324,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10619163|1536172,2,2,False,widow,widow,widow; His; victorious; pledged; comrade,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2700,ترقی پسند,progressive,324,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1942325,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
2701,تقدیر,luck; fortune; chance; hazard,324,CLE Urdu top-5000 frequency list,A_direct_iwn_en,11253548,1,1,False,fate; destiny; predestination,"destiny, fate",It; destiny; s; yours; been,0,IWN-En Direct manual link (single direct sense)
2702,جزو,degree; arcdegree; share; portion; part; percentage; component part; component; ingredient,324,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13435739|13114068|13628130|3531574,4,4,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2703,شہاب,meteoroid; meteor,324,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9218740,1,1,False,,(prob. shah+āb),,0,IWN-En Direct manual link (single direct sense)
2704,وحدت,integrity; unity; wholeness,324,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14268805,1,1,False,,"(for A. وحدة, inf. n. of وحِد 'to be single, or alone,' &c.)",,0,IWN-En Direct manual link (single direct sense)
2705,ٹیک,teak; teakwood; prop,324,CLE Urdu top-5000 frequency list,A_direct_iwn_en,12748075|3966083,2,2,False,,,Tech; tech; itself; necessary; knees,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2706,ہمسایہ,neighbor; neighbour,324,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10197864,1,1,False,neighbor,neighbor,,2,IWN-En Direct manual link (single direct sense)
2707,بیڈ,bed,323,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2791984,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
2708,سچی,intimate,323,CLE Urdu top-5000 frequency list,A_direct_iwn_en,477016,1,1,False,,adj. feminine of سَچّا (saccā) | Platts: (rt. sać),,0,IWN-En Direct manual link (single direct sense)
2709,ملٹری,military; armed forces; armed services; military machine; war machine,323,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8085985,1,1,False,,,Military; PMA; Academy; industrial; management,1,IWN-En Direct manual link (single direct sense)
2710,مہنگا,expensive,323,CLE Urdu top-5000 frequency list,A_direct_iwn_en,972841,2,1,False,"precious; priceless; expensive, costly","adj. expensive, costly; precious; priceless | Platts: adj. (f. -ī), High-priced, dear, expensive, costly",expensive; Very; flypaper; pays; detainee,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
2711,یکسر,quite,323,CLE Urdu top-5000 frequency list,A_direct_iwn_en,18814,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
2712,اصرار,stubbornness; bullheadedness; obstinacy; obstinance; pigheadedness; self-will,322,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4807789,2,1,False,"insistence, obduracy, obstinacy, persistence","n. insistence, obduracy, obstinacy, persistence | Platts:",insisted; coming; today; insisting; conducted,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2713,مقدر,luck; fortune; chance; hazard; lacking(p); missing; nonexistent; wanting(a),322,CLE Urdu top-5000 frequency list,A_direct_iwn_en,11253548|1914223,2,2,False,,"(pass. part. of قدّر 'to decree, ordain,' &c., ii of قدر 'to measure; to estimate,' &c.), part.",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2714,آئینہ,mirror; glass,321,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5696472|3731543|14684725,3,3,False,clear; glass; bright,mirror,,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2715,بوتل,bottle,321,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2848798,1,1,False,bottle,n. bottle; wine bottle | Platts: (corr. from the English),bottle; Bring; shaky; Got; give,3,IWN-En Direct manual link (single direct sense)
2716,تخمینہ,guess; conjecture; supposition; surmise; surmisal; speculation; hypothesis,321,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6691824,2,1,False,,"s.m. Surmise, guess, conjecture; appraisement, valuation, estimate (syn. andāza): — taḵẖmīna karnā (-kā), To…",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2717,راہی,traveler; traveller,321,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9492533,1,1,False,,"s.m. Traveller, wayfarer",,1,IWN-En Direct manual link (single direct sense)
2718,سیال,fluid; runny,321,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2338217,3,1,False,,(i.q. siyār,fluids; No,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2719,مالا,wreath; garland; coronal; chaplet; lei; necklace,321,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4551091|3772301,3,2,False,garland; necklace,n. garland; necklace | Platts:,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2720,محرم,Muharram; Moharram; Muharrum,321,CLE Urdu top-5000 frequency list,A_direct_iwn_en,15018098,1,1,True,,(n. of place fr. حرم 'to be forbidden; to be sacred'),,0,IWN-En Direct manual link (single direct sense)
2721,مشقت,effort; elbow grease; exertion; travail; sweat; diligence; industriousness; industry,321,CLE Urdu top-5000 frequency list,A_direct_iwn_en,615918|4809790,2,2,False,"toil, trouble","n. toil, trouble | Platts: (for A. مشقة, inf. n. of شقّ 'to distress; to be distressing; to be difficult,' &c.)",evaluate; meant; risk; position; doing,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2722,ہنسی,laugh; laughter,321,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7029036|1058086,4,2,True,,s.f. A goose; a female swan.,LAUGHS; FROM; ll; basics; nitty-gritty,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2723,اصطلاح,appellation; denomination; designation; appellative,320,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6253846,1,1,False,"idiom, term, vocable","n. idiom, term, vocable | Platts:",SLANG; TERM; DID; IS; KNOW,0,IWN-En Direct manual link (single direct sense)
2724,لالچ,enticement; temptation; greed,320,CLE Urdu top-5000 frequency list,A_direct_iwn_en,156440|4889761,3,2,False,,greed,tempted; forthwith; forswearing; traded; gold,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2725,دماغی,brainy; brilliant; smart as a whip; mental; intellectual; intellect; cerebral; psychological,319,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1385804|1842564|2983412|9484639|2775493|1843654,6,6,False,,(rel. n. fr. dimāg̠),psychotic; re; You; ',0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2726,گندگی,contamination; pollution; dust; mark; print; taint,319,CLE Urdu top-5000 frequency list,A_direct_iwn_en,273235|14644349|6707600|14295039,4,4,False,"filth, dirt; rubbish, litter","n. filth, dirt; rubbish, litter | Platts:",shit; mess; SHIT; suckers; dirt,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2727,ایٹ,at,318,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13501028,1,1,True,,,,0,IWN-En Direct manual link (single direct sense)
2728,جاب,service,318,CLE Urdu top-5000 frequency list,A_direct_iwn_en,579466,1,1,False,,"s.m. A muzzle (for large cattle), ox-muzzle; a net (for fruit-trees); a kind of grass",cigars; despite; pulled; piece; Send,0,IWN-En Direct manual link (single direct sense)
2729,حکمراں,in(p); empress; ruler; swayer; authority,318,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2411018|9904019|10383195|9679743,4,4,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2730,صابن,soap,318,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4203074,1,1,True,soap; washing powder (ie. for a washing machine etc.),soap; washing powder (ie. for a washing machine etc.),,2,IWN-En Direct manual link (single direct sense)
2731,عرق,essence; juice,318,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14911777|7816419,6,2,False,"blood vessel; juice, essence; liquor, distillate, spirit","n. sweat, perspiration, exuded moisture; juice, essence; liquor, distillate, spirit | Platts: (inf. n. of عرق 'to sweat')",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2732,ڈاک,mail; mail service; postal service; post,318,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6182215|8347902,4,2,True,"dak; mail, post","mail, post; dak",stamps; check; visa; You; can,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2733,پرچم,flag,317,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3319550,1,1,True,"flag, banner","n. flag, banner | Platts:",flag; peak; 7; halfway; 1,3,IWN-En Direct manual link (single direct sense)
2734,پیپر,newspaper; paper,317,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6184830|14777291,3,2,False,,,Paper; mill; ain; working; paper,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2735,دبا,deep-set; sunken; recessed; hidden; secret,317,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2341090|2161620,2,2,False,,"(perf. part. of dabnā), part.",pressed; CONTRARY; POPULAR; BELIEF; CHUCKLES,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2736,حائل,blind; screen,316,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2823663,1,1,False,"obstacle, impediment; hindering, standing in the way, disturbing; intervening, interposing, restraining, preventing","adj. intervening, interposing, restraining, preventing; hindering, standing in the way, disturbing | n. obstacle, impediment | Platts: (act. part. n. of حول 'to intervene,' &c.), part. &",,2,IWN-En Direct manual link (single direct sense)
2737,حاکم,authority,316,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9679743,8,1,True,,"(act. part. n. of حکم 'to restrain'; to judge'; 'to exercise rule,' &c.)",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2738,روش,method; expressive style; style,316,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5590135|6969739,2,2,False,,(rav,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2739,زرد,yellow; yellowish; xanthous,316,CLE Urdu top-5000 frequency list,A_direct_iwn_en,408084,1,1,False,yellow,"adj. yellow | Platts: adj. Yellow (syn. pīlā); pale, pallid, wan, livid: — zard-āb",goldfish; receipt; hope; got; your,2,IWN-En Direct manual link (single direct sense)
2740,کرامت,miracle,316,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7189548,1,1,False,,"s.f. pl. (of kurāmat), Miracles, marvellous works or doings; miraculous powers",,0,IWN-En Direct manual link (single direct sense)
2741,نکتہ,aspect; facet,316,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5777344,1,1,False,,"(for A. نکتة nuktat, v.n. fr. نکت 'to poke (the ground, &c.) with the end of a stick,' &c.)",,0,IWN-En Direct manual link (single direct sense)
2742,بااثر,potent; powerful; influential; impressiveness,315,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1896128|1895663|4664097,3,3,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2743,لاگو,applicable; imposition; infliction,315,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2044511|1112362,2,2,False,,adj. &,apply; went; in; I; to,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2744,آلہ,instrument; machine,314,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3535663|3659195,2,2,False,weapon; appliance; contraption,"n. tool, implement, instrument, device; weapon; appliance | Platts: (for A. آلة)",device; prefer; infiltrate; neutron; locate,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2745,برش,brush; paintbrush,314,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2879834|3832804,2,2,False,brush; cutting; sharpness,n. cutting; sharpness; brush | Platts:,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2746,پاؤڈر,powder; pulverization; pulverisation,314,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14799766,1,1,False,,,airborne; powder; yours; turn; legs,1,IWN-En Direct manual link (single direct sense)
2747,پہیلی,puzzle; puzzler; mystifier; teaser,314,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6693819,1,1,False,enigma; puzzle; riddle,n. riddle; puzzle; enigma | Platts:,Enigma; Is; an; that; ?,2,IWN-En Direct manual link (single direct sense)
2748,غنی,rich person; wealthy person; have,314,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10371251,1,1,False,,(rel. n. fr. g̠anā,,0,IWN-En Direct manual link (single direct sense)
2749,فیلڈنگ,fielding,314,CLE Urdu top-5000 frequency list,A_direct_iwn_en,124200,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
2750,گلزار,flower garden,314,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3333353,4,1,False,,garden; rosegarden,,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2751,گن,virtue,314,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4792148,2,1,False,"merit, virtue; quality, condition; characteristic, property","n. quality, condition; characteristic, property; merit, virtue | Platts:",Gun; Guns; Outside; gun; left,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2752,متوسط,moderate,314,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1586417,1,1,False,,"(act. part. of توسّط 'to be in the middle or midst' (of), &c., v of وسط 'to sit, or to penetrate, into the…",middle-class; ex-military; community; mostly; Now,0,IWN-En Direct manual link (single direct sense)
2753,نوع,form; variant; strain; var; kind; sort; variety,314,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8000941|5766180,2,2,False,,"s.m. Species (opp. of jins, 'genus'), kind, sort; manner, mode: — nauʻ-ě-inṣān, s.m. Mankind: — nauʻ-o-jins,…",mankind; walked; ago; away; 100,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2754,چادر,sheet; bed sheet; foil,313,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4139651|3339951,2,2,True,chador; covering; bed sheet,n. covering; bedspread; bed sheet | Platts:,cloak; take; from; just; can,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2755,فحاشی,indecency,313,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4847682,1,1,False,,"s.f. Obscenity, &c. ( = fǒḥsh)",,0,IWN-En Direct manual link (single direct sense)
